wavelength[nm], flux
427.76, 3.1980e-12
427.90, 3.3100e-12
428.04, 3.3690e-12
428.18, 3.3070e-12
428.32, 3.2820e-12
428.46, 3.2790e-12
428.60, 3.2700e-12
428.74, 3.3100e-12
428.88, 3.3260e-12
429.02, 3.2490e-12
429.16, 3.2100e-12
429.30, 3.2630e-12
429.44, 3.4120e-12
429.58, 3.4430e-12
429.72, 3.3900e-12
429.86, 3.3610e-12
430.00, 3.2460e-12
430.14, 3.1860e-12
430.28, 3.2120e-12
430.42, 3.2290e-12
430.56, 3.2250e-12
430.70, 3.2490e-12
430.84, 3.2960e-12
430.98, 3.3410e-12
431.12, 3.3220e-12
431.26, 3.2540e-12
431.40, 3.2090e-12
431.54, 3.1760e-12
431.68, 3.1830e-12
431.82, 3.1880e-12
431.96, 3.1630e-12
432.10, 3.1280e-12
432.24, 3.1570e-12
432.38, 3.3670e-12
432.52, 3.3000e-12
432.66, 3.1330e-12
432.80, 3.0940e-12
432.94, 3.0250e-12
433.08, 2.9830e-12
433.22, 3.0130e-12
433.36, 2.9960e-12
433.50, 2.8840e-12
433.64, 2.6600e-12
433.78, 2.4410e-12
433.92, 2.2720e-12
434.06, 2.1820e-12
434.20, 2.3150e-12
434.34, 2.5340e-12
434.48, 2.6920e-12
434.62, 2.8060e-12
434.76, 2.8410e-12
434.90, 2.8750e-12
435.04, 2.8770e-12
435.18, 2.8700e-12
435.32, 3.0030e-12
435.46, 3.0930e-12
435.60, 3.0630e-12
435.74, 3.0660e-12
435.88, 3.1090e-12
436.02, 3.1510e-12
436.16, 3.1300e-12
436.30, 3.1060e-12
436.44, 3.1480e-12
436.58, 3.1190e-12
436.72, 3.0320e-12
436.86, 3.0330e-12
437.00, 3.1060e-12
437.14, 3.1760e-12
437.28, 3.1160e-12
437.42, 3.0480e-12
437.56, 3.1300e-12
437.70, 3.0930e-12
437.84, 3.0690e-12
437.98, 3.0800e-12
438.12, 3.0100e-12
438.26, 3.0300e-12
438.40, 3.0290e-12
438.54, 2.9010e-12
438.68, 2.7470e-12
438.82, 2.6550e-12
438.96, 2.8060e-12
439.10, 3.0480e-12
439.24, 3.1670e-12
439.38, 3.1610e-12
439.52, 3.0850e-12
439.66, 3.0910e-12
439.80, 3.1550e-12
439.94, 3.0870e-12
440.08, 3.0280e-12
440.22, 3.0330e-12
440.36, 3.0400e-12
440.50, 2.9830e-12
440.64, 2.9360e-12
440.78, 3.0290e-12
440.92, 3.0550e-12
441.06, 2.9970e-12
441.20, 2.9930e-12
441.34, 2.9000e-12
441.48, 2.8400e-12
441.62, 2.8470e-12
441.76, 2.8870e-12
441.90, 3.0100e-12
442.04, 2.9530e-12
442.18, 2.8850e-12
442.32, 2.8740e-12
442.46, 2.8010e-12
442.60, 2.7950e-12
442.74, 2.8370e-12
442.88, 2.8450e-12
443.02, 2.8080e-12
443.16, 2.7650e-12
443.30, 2.8240e-12
443.44, 2.9210e-12
443.58, 2.9240e-12
443.72, 2.8840e-12
443.86, 2.8840e-12
444.00, 2.9650e-12
444.14, 2.9730e-12
444.28, 2.8740e-12
444.42, 2.8320e-12
444.56, 2.7790e-12
444.70, 2.8080e-12
444.84, 2.9430e-12
444.98, 2.9820e-12
445.12, 2.9170e-12
445.26, 2.8590e-12
445.40, 2.9520e-12
445.54, 3.0120e-12
445.68, 2.8410e-12
445.82, 2.8220e-12
445.96, 2.9650e-12
446.10, 2.9460e-12
446.24, 2.8710e-12
446.38, 2.7580e-12
446.52, 2.6630e-12
446.66, 2.6130e-12
446.80, 2.4590e-12
446.94, 2.2790e-12
447.08, 2.2670e-12
447.22, 2.4030e-12
447.36, 2.5580e-12
447.50, 2.6790e-12
447.64, 2.7500e-12
447.78, 2.7870e-12
447.92, 2.7610e-12
448.06, 2.7380e-12
448.20, 2.7940e-12
448.34, 2.8260e-12
448.48, 2.7810e-12
448.62, 2.7160e-12
448.76, 2.7800e-12
448.90, 2.8090e-12
449.04, 2.8170e-12
449.18, 2.8260e-12
449.32, 2.8180e-12
449.46, 2.8090e-12
449.60, 2.8370e-12
449.74, 2.7730e-12
449.88, 2.7460e-12
450.02, 2.8100e-12
450.16, 2.8310e-12
450.30, 2.6600e-12
450.44, 2.6210e-12
450.58, 2.7760e-12
450.72, 2.8630e-12
450.86, 2.7960e-12
451.00, 2.7390e-12
451.14, 2.6540e-12
451.28, 2.5960e-12
451.42, 2.6600e-12
451.56, 2.7120e-12
451.70, 2.7450e-12
451.84, 2.7580e-12
451.98, 2.7910e-12
452.12, 2.7900e-12
452.26, 2.6930e-12
452.40, 2.6340e-12
452.54, 2.6370e-12
452.68, 2.6800e-12
452.82, 2.7200e-12
452.96, 2.7050e-12
453.10, 2.6280e-12
453.24, 2.5920e-12
453.38, 2.6450e-12
453.52, 2.6620e-12
453.66, 2.6660e-12
453.80, 2.6560e-12
453.94, 2.6200e-12
454.08, 2.6720e-12
454.22, 2.7710e-12
454.36, 2.7740e-12
454.50, 2.7410e-12
454.64, 2.6760e-12
454.78, 2.5710e-12
454.92, 2.5380e-12
455.06, 2.5970e-12
455.20, 2.6900e-12
455.34, 2.7400e-12
455.48, 2.7270e-12
455.62, 2.6800e-12
455.76, 2.7470e-12
455.90, 2.8050e-12
456.04, 2.6570e-12
456.18, 2.6290e-12
456.32, 2.6800e-12
456.46, 2.5960e-12
456.60, 2.4840e-12
456.74, 2.4820e-12
456.88, 2.4520e-12
457.02, 2.4960e-12
457.16, 2.5830e-12
457.30, 2.6050e-12
457.44, 2.5570e-12
457.58, 2.6000e-12
457.72, 2.5960e-12
457.86, 2.5870e-12
458.00, 2.6670e-12
458.14, 2.6870e-12
458.28, 2.6320e-12
458.42, 2.6030e-12
458.56, 2.5920e-12
458.70, 2.5770e-12
458.84, 2.5170e-12
458.98, 2.5580e-12
459.12, 2.6080e-12
459.26, 2.5420e-12
459.40, 2.4820e-12
459.54, 2.4970e-12
459.68, 2.5360e-12
459.82, 2.5680e-12
459.96, 2.6100e-12
460.10, 2.6640e-12
460.24, 2.5950e-12
460.38, 2.5230e-12
460.52, 2.5350e-12
460.66, 2.5410e-12
460.80, 2.5150e-12
460.94, 2.4510e-12
461.08, 2.4220e-12
461.22, 2.5020e-12
461.36, 2.5550e-12
461.50, 2.4800e-12
461.64, 2.4160e-12
461.78, 2.5440e-12
461.92, 2.6410e-12
462.06, 2.6230e-12
462.20, 2.5310e-12
462.34, 2.4550e-12
462.48, 2.5190e-12
462.62, 2.4770e-12
462.76, 2.4000e-12
462.90, 2.3620e-12
463.04, 2.3680e-12
463.18, 2.4740e-12
463.32, 2.5000e-12
463.46, 2.4740e-12
463.60, 2.4160e-12
463.74, 2.3480e-12
463.88, 2.3380e-12
464.02, 2.3150e-12
464.16, 2.3570e-12
464.30, 2.3980e-12
464.44, 2.3640e-12
464.58, 2.3220e-12
464.72, 2.2110e-12
464.86, 2.1970e-12
465.00, 2.2920e-12
465.14, 2.3410e-12
465.28, 2.4430e-12
465.42, 2.5310e-12
465.56, 2.5020e-12
465.70, 2.3960e-12
465.84, 2.3850e-12
465.98, 2.4830e-12
466.12, 2.5040e-12
466.26, 2.4100e-12
466.40, 2.3680e-12
466.54, 2.4610e-12
466.68, 2.5860e-12
466.82, 2.5750e-12
466.96, 2.6150e-12
467.10, 2.6130e-12
467.24, 2.4530e-12
467.38, 2.4620e-12
467.52, 2.4140e-12
467.66, 2.4100e-12
467.80, 2.4270e-12
467.94, 2.3740e-12
468.08, 2.3350e-12
468.22, 2.2580e-12
468.36, 2.2070e-12
468.50, 2.2620e-12
468.64, 2.3530e-12
468.78, 2.4150e-12
468.92, 2.4060e-12
469.06, 2.3520e-12
469.20, 2.3470e-12
469.34, 2.3710e-12
469.48, 2.3890e-12
469.62, 2.4200e-12
469.76, 2.4230e-12
469.90, 2.3950e-12
470.04, 2.4010e-12
470.18, 2.4510e-12
470.32, 2.3930e-12
470.46, 2.3580e-12
470.60, 2.3100e-12
470.74, 2.2670e-12
470.88, 2.3110e-12
471.02, 2.3320e-12
471.16, 2.3020e-12
471.30, 2.3280e-12
471.44, 2.3970e-12
471.58, 2.3630e-12
471.72, 2.2370e-12
471.86, 2.3230e-12
472.00, 2.3650e-12
472.14, 2.3300e-12
472.28, 2.3450e-12
472.42, 2.3010e-12
472.56, 2.2790e-12
472.70, 2.2940e-12
472.84, 2.3410e-12
472.98, 2.3600e-12
473.12, 2.3030e-12
473.26, 2.2840e-12
473.40, 2.2630e-12
473.54, 2.2320e-12
473.68, 2.2750e-12
473.82, 2.3210e-12
473.96, 2.3100e-12
474.10, 2.2830e-12
474.24, 2.2600e-12
474.38, 2.2690e-12
474.52, 2.2640e-12
474.66, 2.2050e-12
474.80, 2.1920e-12
474.94, 2.2320e-12
475.08, 2.2680e-12
475.22, 2.2570e-12
475.36, 2.2460e-12
475.50, 2.2270e-12
475.64, 2.1990e-12
475.78, 2.2150e-12
475.92, 2.2050e-12
476.06, 2.2000e-12
476.20, 2.2300e-12
476.34, 2.1980e-12
476.48, 2.1630e-12
476.62, 2.1740e-12
476.76, 2.2070e-12
476.90, 2.2620e-12
477.04, 2.2810e-12
477.18, 2.2670e-12
477.32, 2.2240e-12
477.46, 2.1920e-12
477.60, 2.2000e-12
477.74, 2.2170e-12
477.88, 2.2420e-12
478.02, 2.2810e-12
478.16, 2.2450e-12
478.30, 2.2360e-12
478.44, 2.2400e-12
478.58, 2.2840e-12
478.72, 2.3220e-12
478.86, 2.3160e-12
479.00, 2.3020e-12
479.14, 2.2870e-12
479.28, 2.3090e-12
479.42, 2.2610e-12
479.56, 2.2940e-12
479.70, 2.2770e-12
479.84, 2.2200e-12
479.98, 2.2680e-12
480.12, 2.2380e-12
480.26, 2.1600e-12
480.40, 2.1840e-12
480.54, 2.2300e-12
480.68, 2.2390e-12
480.82, 2.1240e-12
480.96, 2.1150e-12
481.10, 2.1570e-12
481.24, 2.0800e-12
481.38, 2.0060e-12
481.52, 2.1010e-12
481.66, 2.1850e-12
481.80, 2.1410e-12
481.94, 2.0620e-12
482.08, 2.1180e-12
482.22, 2.2050e-12
482.36, 2.2400e-12
482.50, 2.2480e-12
482.64, 2.1580e-12
482.78, 2.0470e-12
482.92, 2.0790e-12
483.06, 2.1440e-12
483.20, 2.2310e-12
483.34, 2.2920e-12
483.48, 2.2670e-12
483.62, 2.2350e-12
483.76, 2.1750e-12
483.90, 2.1290e-12
484.04, 2.1170e-12
484.18, 2.1340e-12
484.32, 2.1420e-12
484.46, 2.1420e-12
484.60, 2.1380e-12
484.74, 2.1000e-12
484.88, 2.0620e-12
485.02, 2.0220e-12
485.16, 1.9510e-12
485.30, 1.9190e-12
485.44, 1.8840e-12
485.58, 1.8010e-12
485.72, 1.6760e-12
485.86, 1.5760e-12
486.00, 1.5900e-12
486.14, 1.6940e-12
486.28, 1.8280e-12
486.42, 1.9150e-12
486.56, 1.9310e-12
486.70, 1.9520e-12
486.84, 1.9760e-12
486.98, 1.9820e-12
487.12, 1.9940e-12
487.26, 2.0090e-12
487.40, 2.0080e-12
487.54, 1.9590e-12
487.68, 1.9550e-12
487.82, 2.0120e-12
487.96, 2.0560e-12
488.10, 2.0650e-12
488.24, 2.0300e-12
488.38, 1.9950e-12
488.52, 1.9810e-12
488.66, 2.0220e-12
488.80, 2.0830e-12
488.94, 2.1210e-12
489.08, 2.1150e-12
489.22, 2.0800e-12
489.36, 2.0570e-12
489.50, 2.0660e-12
489.64, 2.0660e-12
489.78, 2.0800e-12
489.92, 2.0930e-12
490.06, 2.0820e-12
490.20, 2.0770e-12
490.34, 2.0190e-12
490.48, 1.9870e-12
490.62, 1.9730e-12
490.76, 2.0100e-12
490.90, 2.0020e-12
491.04, 1.9990e-12
491.18, 2.0520e-12
491.32, 2.0540e-12
491.46, 2.0350e-12
491.60, 2.0290e-12
491.74, 2.0060e-12
491.88, 1.8770e-12
492.02, 1.7460e-12
492.16, 1.7410e-12
492.30, 1.8040e-12
492.44, 1.8720e-12
492.58, 1.9300e-12
492.72, 1.9930e-12
492.86, 2.0270e-12
493.00, 2.0110e-12
493.14, 2.0140e-12
493.28, 2.0350e-12
493.42, 2.0300e-12
493.56, 2.0040e-12
493.70, 2.0030e-12
493.84, 2.0360e-12
493.98, 2.0520e-12
494.12, 2.0370e-12
494.26, 2.0120e-12
494.40, 2.0140e-12
494.54, 2.0420e-12
494.68, 2.0520e-12
494.82, 2.1040e-12
494.96, 2.0620e-12
495.10, 2.0480e-12
495.24, 2.0400e-12
495.38, 2.0270e-12
495.52, 2.0310e-12
495.66, 2.0610e-12
495.80, 1.9670e-12
495.94, 1.9460e-12
496.08, 1.9530e-12
496.22, 1.9610e-12
496.36, 1.9500e-12
496.50, 1.9800e-12
496.64, 1.9830e-12
496.78, 1.9960e-12
496.92, 1.9870e-12
497.06, 1.9700e-12
497.20, 1.9600e-12
497.34, 1.9430e-12
497.48, 1.9280e-12
497.62, 1.9260e-12
497.76, 1.9640e-12
497.90, 2.0210e-12
498.04, 2.0240e-12
498.18, 1.9850e-12
498.32, 1.9520e-12
498.46, 1.9130e-12
498.60, 1.8930e-12
498.74, 1.9180e-12
498.88, 1.9730e-12
499.02, 2.0150e-12
499.16, 2.0220e-12
499.30, 1.9920e-12
499.44, 1.9560e-12
499.58, 1.9490e-12
499.72, 1.9450e-12
499.86, 1.9450e-12
500.00, 1.9340e-12
500.14, 1.9070e-12
500.28, 1.8950e-12
500.42, 1.8830e-12
500.56, 1.8850e-12
500.70, 1.9100e-12
500.84, 1.9260e-12
500.98, 1.9020e-12
