wavelength[nm], flux
470.92, 6.6760e-13
471.06, 6.6200e-13
471.20, 6.7630e-13
471.34, 6.9310e-13
471.48, 7.1800e-13
471.62, 7.0560e-13
471.76, 6.9020e-13
471.90, 7.0620e-13
472.04, 7.1410e-13
472.18, 6.9270e-13
472.32, 6.8010e-13
472.46, 6.7350e-13
472.60, 6.7340e-13
472.74, 6.5860e-13
472.88, 6.4500e-13
473.02, 6.5440e-13
473.16, 6.5570e-13
473.30, 6.6930e-13
473.44, 6.7270e-13
473.58, 6.6190e-13
473.72, 6.4550e-13
473.86, 6.4600e-13
474.00, 6.6160e-13
474.14, 6.7890e-13
474.28, 6.8110e-13
474.42, 6.6920e-13
474.56, 6.5960e-13
474.70, 6.8810e-13
474.84, 6.8830e-13
474.98, 6.6500e-13
475.12, 6.4420e-13
475.26, 6.2270e-13
475.40, 6.2760e-13
475.54, 6.5000e-13
475.68, 6.5490e-13
475.82, 6.3860e-13
475.96, 6.1990e-13
476.10, 6.0990e-13
476.24, 6.0490e-13
476.38, 5.9310e-13
476.52, 5.7480e-13
476.66, 5.6130e-13
476.80, 5.6600e-13
476.94, 5.7760e-13
477.08, 5.6840e-13
477.22, 5.4700e-13
477.36, 5.2800e-13
477.50, 5.2450e-13
477.64, 5.1380e-13
477.78, 4.9910e-13
477.92, 4.9420e-13
478.06, 4.9380e-13
478.20, 4.9500e-13
478.34, 4.9700e-13
478.48, 5.0290e-13
478.62, 5.0220e-13
478.76, 5.0980e-13
478.90, 5.2770e-13
479.04, 5.4210e-13
479.18, 5.6440e-13
479.32, 5.7900e-13
479.46, 5.8980e-13
479.60, 5.9010e-13
479.74, 5.8050e-13
479.88, 5.7180e-13
480.02, 5.7070e-13
480.16, 5.7910e-13
480.30, 5.9930e-13
480.44, 6.1710e-13
480.58, 6.2770e-13
480.72, 6.2290e-13
480.86, 6.1380e-13
481.00, 6.0730e-13
481.14, 6.0040e-13
481.28, 5.9420e-13
481.42, 5.8820e-13
481.56, 5.9830e-13
481.70, 6.1550e-13
481.84, 6.2230e-13
481.98, 5.9700e-13
482.12, 5.7250e-13
482.26, 5.6680e-13
482.40, 5.6050e-13
482.54, 5.6120e-13
482.68, 5.8030e-13
482.82, 5.9870e-13
482.96, 5.9500e-13
483.10, 5.8930e-13
483.24, 5.8090e-13
483.38, 5.9980e-13
483.52, 5.9250e-13
483.66, 5.9890e-13
483.80, 6.1390e-13
483.94, 6.2160e-13
484.08, 6.0830e-13
484.22, 5.9000e-13
484.36, 5.9800e-13
484.50, 6.2850e-13
484.64, 6.4770e-13
484.78, 6.4680e-13
484.92, 6.3680e-13
485.06, 6.3050e-13
485.20, 6.3230e-13
485.34, 6.3980e-13
485.48, 6.4450e-13
485.62, 6.4830e-13
485.76, 6.4840e-13
485.90, 6.4390e-13
486.04, 6.3880e-13
486.18, 6.3760e-13
486.32, 6.2950e-13
486.46, 6.2090e-13
486.60, 6.3600e-13
486.74, 6.5490e-13
486.88, 6.4360e-13
487.02, 6.2120e-13
487.16, 5.9830e-13
487.30, 6.2600e-13
487.44, 6.3720e-13
487.58, 6.3120e-13
487.72, 6.2460e-13
487.86, 6.0680e-13
488.00, 6.3640e-13
488.14, 6.3630e-13
488.28, 6.2380e-13
488.42, 6.3310e-13
488.56, 6.4970e-13
488.70, 6.4740e-13
488.84, 6.3300e-13
488.98, 6.3030e-13
489.12, 6.2850e-13
489.26, 6.5350e-13
489.40, 6.9650e-13
489.54, 7.1020e-13
489.68, 6.9520e-13
489.82, 7.0180e-13
489.96, 6.9970e-13
490.10, 6.8940e-13
490.24, 7.0330e-13
490.38, 7.1360e-13
490.52, 7.0420e-13
490.66, 7.0920e-13
490.80, 7.2760e-13
490.94, 7.2320e-13
491.08, 7.1410e-13
491.22, 7.1940e-13
491.36, 7.2460e-13
491.50, 7.2790e-13
491.64, 7.2330e-13
491.78, 7.1730e-13
491.92, 7.0280e-13
492.06, 6.5690e-13
492.20, 6.5540e-13
492.34, 6.8780e-13
492.48, 7.0670e-13
492.62, 7.1470e-13
492.76, 7.4090e-13
492.90, 7.7340e-13
493.04, 7.8690e-13
493.18, 7.6260e-13
493.32, 7.1600e-13
493.46, 6.9750e-13
493.60, 7.1570e-13
493.74, 7.1250e-13
493.88, 7.0920e-13
494.02, 7.0430e-13
494.16, 7.0160e-13
494.30, 7.1270e-13
494.44, 7.3190e-13
494.58, 7.3220e-13
494.72, 7.2830e-13
494.86, 7.3680e-13
495.00, 7.5530e-13
495.14, 7.5690e-13
495.28, 7.4770e-13
495.42, 7.3930e-13
495.56, 6.9730e-13
495.70, 6.3520e-13
495.84, 5.8400e-13
495.98, 5.9250e-13
496.12, 6.2630e-13
496.26, 6.2660e-13
496.40, 6.1020e-13
496.54, 6.1000e-13
496.68, 6.4030e-13
496.82, 6.5120e-13
496.96, 6.3690e-13
497.10, 6.3520e-13
497.24, 6.4940e-13
497.38, 6.7030e-13
497.52, 6.8480e-13
497.66, 6.8150e-13
497.80, 6.6130e-13
497.94, 6.4370e-13
498.08, 6.3200e-13
498.22, 5.9870e-13
498.36, 5.6390e-13
498.50, 5.6770e-13
498.64, 6.0090e-13
498.78, 6.4010e-13
498.92, 6.4750e-13
499.06, 6.1430e-13
499.20, 5.8150e-13
499.34, 5.9490e-13
499.48, 6.2920e-13
499.62, 6.3370e-13
499.76, 6.3940e-13
499.90, 6.3010e-13
500.04, 5.9070e-13
500.18, 5.5490e-13
500.32, 5.6120e-13
500.46, 5.7920e-13
500.60, 5.7910e-13
500.74, 5.7840e-13
500.88, 5.7160e-13
501.02, 5.6630e-13
501.16, 5.7840e-13
501.30, 5.7230e-13
