wavelength[nm], flux
427.76, 2.5160e-12
427.90, 2.5690e-12
428.04, 2.5830e-12
428.18, 2.6000e-12
428.32, 2.5660e-12
428.46, 2.5310e-12
428.60, 2.5150e-12
428.74, 2.4980e-12
428.88, 2.4460e-12
429.02, 2.3800e-12
429.16, 2.3570e-12
429.30, 2.3920e-12
429.44, 2.4240e-12
429.58, 2.4340e-12
429.72, 2.4250e-12
429.86, 2.3710e-12
430.00, 2.3030e-12
430.14, 2.2350e-12
430.28, 2.1950e-12
430.42, 2.2350e-12
430.56, 2.2880e-12
430.70, 2.3100e-12
430.84, 2.3160e-12
430.98, 2.3130e-12
431.12, 2.3310e-12
431.26, 2.3650e-12
431.40, 2.3390e-12
431.54, 2.2840e-12
431.68, 2.2930e-12
431.82, 2.3520e-12
431.96, 2.3690e-12
432.10, 2.3460e-12
432.24, 2.3240e-12
432.38, 2.3130e-12
432.52, 2.2730e-12
432.66, 2.2020e-12
432.80, 2.1690e-12
432.94, 2.1800e-12
433.08, 2.1670e-12
433.22, 2.1070e-12
433.36, 2.0490e-12
433.50, 1.9960e-12
433.64, 1.8870e-12
433.78, 1.6910e-12
433.92, 1.4760e-12
434.06, 1.2920e-12
434.20, 1.2150e-12
434.34, 1.3010e-12
434.48, 1.4700e-12
434.62, 1.6390e-12
434.76, 1.8030e-12
434.90, 1.9530e-12
435.04, 2.0500e-12
435.18, 2.0750e-12
435.32, 2.0640e-12
435.46, 2.1090e-12
435.60, 2.2190e-12
435.74, 2.2940e-12
435.88, 2.3500e-12
436.02, 2.3590e-12
436.16, 2.3840e-12
436.30, 2.4760e-12
436.44, 2.5400e-12
436.58, 2.5560e-12
436.72, 2.5200e-12
436.86, 2.4890e-12
437.00, 2.4700e-12
437.14, 2.4680e-12
437.28, 2.4620e-12
437.42, 2.4360e-12
437.56, 2.4120e-12
437.70, 2.4240e-12
437.84, 2.4750e-12
437.98, 2.5120e-12
438.12, 2.5040e-12
438.26, 2.4700e-12
438.40, 2.3890e-12
438.54, 2.2630e-12
438.68, 2.2610e-12
438.82, 2.3220e-12
438.96, 2.3960e-12
439.10, 2.4730e-12
439.24, 2.5200e-12
439.38, 2.4850e-12
439.52, 2.4340e-12
439.66, 2.4340e-12
439.80, 2.5080e-12
439.94, 2.5070e-12
440.08, 2.4670e-12
440.22, 2.4390e-12
440.36, 2.4360e-12
440.50, 2.4720e-12
440.64, 2.4940e-12
440.78, 2.4830e-12
440.92, 2.4680e-12
441.06, 2.4500e-12
441.20, 2.4800e-12
441.34, 2.4740e-12
441.48, 2.4400e-12
441.62, 2.3910e-12
441.76, 2.3420e-12
441.90, 2.4000e-12
442.04, 2.4810e-12
442.18, 2.5240e-12
442.32, 2.4880e-12
442.46, 2.4880e-12
442.60, 2.4890e-12
442.74, 2.4990e-12
442.88, 2.5140e-12
443.02, 2.5410e-12
443.16, 2.5440e-12
443.30, 2.5060e-12
443.44, 2.4710e-12
443.58, 2.4500e-12
443.72, 2.4820e-12
443.86, 2.5320e-12
444.00, 2.5530e-12
444.14, 2.5230e-12
444.28, 2.4290e-12
444.42, 2.3410e-12
444.56, 2.3660e-12
444.70, 2.4510e-12
444.84, 2.5270e-12
444.98, 2.4960e-12
445.12, 2.4860e-12
445.26, 2.4890e-12
445.40, 2.4670e-12
445.54, 2.4380e-12
445.68, 2.3750e-12
445.82, 2.3640e-12
445.96, 2.3740e-12
446.10, 2.4260e-12
446.24, 2.4310e-12
446.38, 2.4300e-12
446.52, 2.4180e-12
446.66, 2.3860e-12
446.80, 2.3680e-12
446.94, 2.3330e-12
447.08, 2.3770e-12
447.22, 2.4420e-12
447.36, 2.5010e-12
447.50, 2.5100e-12
447.64, 2.5370e-12
447.78, 2.5420e-12
447.92, 2.4960e-12
448.06, 2.4030e-12
448.20, 2.3000e-12
448.34, 2.3290e-12
448.48, 2.4140e-12
448.62, 2.4750e-12
448.76, 2.4910e-12
448.90, 2.4420e-12
449.04, 2.3810e-12
449.18, 2.3950e-12
449.32, 2.4250e-12
449.46, 2.5030e-12
449.60, 2.5120e-12
449.74, 2.4960e-12
449.88, 2.4800e-12
450.02, 2.4620e-12
450.16, 2.4580e-12
450.30, 2.5010e-12
450.44, 2.5660e-12
450.58, 2.5940e-12
450.72, 2.5420e-12
450.86, 2.4920e-12
451.00, 2.5090e-12
451.14, 2.5420e-12
451.28, 2.5600e-12
451.42, 2.5350e-12
451.56, 2.5280e-12
451.70, 2.5090e-12
