wavelength[nm], flux
485.59, 1.2210e-12
485.73, 1.2230e-12
485.87, 1.2000e-12
486.01, 1.1360e-12
486.15, 1.1020e-12
486.29, 1.1210e-12
486.43, 1.1670e-12
486.57, 1.2070e-12
486.71, 1.2240e-12
486.85, 1.2320e-12
486.99, 1.2000e-12
487.13, 1.1470e-12
487.27, 1.1290e-12
487.41, 1.1670e-12
487.55, 1.2340e-12
487.69, 1.2410e-12
487.83, 1.2220e-12
487.97, 1.2610e-12
488.11, 1.3140e-12
488.25, 1.3230e-12
488.39, 1.2830e-12
488.53, 1.2320e-12
488.67, 1.2120e-12
488.81, 1.2250e-12
488.95, 1.2200e-12
489.09, 1.1720e-12
489.23, 1.1860e-12
489.37, 1.2650e-12
489.51, 1.3370e-12
489.65, 1.3720e-12
489.79, 1.3830e-12
489.93, 1.3620e-12
490.07, 1.3460e-12
490.21, 1.3580e-12
490.35, 1.3490e-12
490.49, 1.3420e-12
490.63, 1.3710e-12
490.77, 1.3710e-12
490.91, 1.3280e-12
491.05, 1.2820e-12
491.19, 1.2820e-12
491.33, 1.2840e-12
491.47, 1.3070e-12
491.61, 1.3620e-12
491.75, 1.3250e-12
491.89, 1.2280e-12
492.03, 1.1290e-12
492.17, 1.1250e-12
492.31, 1.1740e-12
492.45, 1.2200e-12
492.59, 1.2800e-12
492.73, 1.3320e-12
492.87, 1.3760e-12
493.01, 1.4000e-12
493.15, 1.4150e-12
493.29, 1.3910e-12
493.43, 1.3320e-12
493.57, 1.2680e-12
493.71, 1.2490e-12
493.85, 1.2240e-12
493.99, 1.2120e-12
494.13, 1.2620e-12
494.27, 1.3410e-12
494.41, 1.3780e-12
494.55, 1.3810e-12
494.69, 1.3840e-12
494.83, 1.3800e-12
494.97, 1.3850e-12
495.11, 1.4290e-12
495.25, 1.4480e-12
495.39, 1.4050e-12
495.53, 1.3640e-12
495.67, 1.2920e-12
495.81, 1.1950e-12
495.95, 1.1860e-12
496.09, 1.2510e-12
496.23, 1.3090e-12
496.37, 1.3510e-12
496.51, 1.3520e-12
496.65, 1.3100e-12
496.79, 1.2850e-12
496.93, 1.2750e-12
497.07, 1.2850e-12
497.21, 1.3150e-12
497.35, 1.3490e-12
497.49, 1.3720e-12
497.63, 1.3810e-12
497.77, 1.3630e-12
497.91, 1.3110e-12
498.05, 1.2780e-12
498.19, 1.2290e-12
498.33, 1.1720e-12
498.47, 1.1560e-12
498.61, 1.1840e-12
498.75, 1.2430e-12
498.89, 1.2900e-12
499.03, 1.3270e-12
499.17, 1.3420e-12
499.31, 1.3150e-12
499.45, 1.3050e-12
499.59, 1.3020e-12
499.73, 1.3040e-12
499.87, 1.3280e-12
500.01, 1.3330e-12
500.15, 1.3250e-12
500.29, 1.2910e-12
500.43, 1.2610e-12
500.57, 1.2040e-12
500.71, 1.1720e-12
500.85, 1.1950e-12
500.99, 1.2440e-12
