wavelength[nm], flux
452.50, 1.5160e-12
452.64, 1.5210e-12
452.78, 1.5180e-12
452.92, 1.5090e-12
453.06, 1.5050e-12
453.20, 1.4830e-12
453.34, 1.5010e-12
453.48, 1.5480e-12
453.62, 1.5570e-12
453.76, 1.5810e-12
453.90, 1.5690e-12
454.04, 1.5230e-12
454.18, 1.5340e-12
454.32, 1.5520e-12
454.46, 1.5150e-12
454.60, 1.4850e-12
454.74, 1.4550e-12
454.88, 1.4460e-12
455.02, 1.4830e-12
455.16, 1.4880e-12
455.30, 1.4730e-12
455.44, 1.4910e-12
455.58, 1.5100e-12
455.72, 1.5080e-12
455.86, 1.5630e-12
456.00, 1.6080e-12
456.14, 1.5340e-12
456.28, 1.5200e-12
456.42, 1.5520e-12
456.56, 1.5260e-12
456.70, 1.4870e-12
456.84, 1.4840e-12
456.98, 1.4740e-12
457.12, 1.4630e-12
457.26, 1.4680e-12
457.40, 1.4970e-12
457.54, 1.5070e-12
457.68, 1.5080e-12
457.82, 1.4930e-12
457.96, 1.4730e-12
458.10, 1.4700e-12
458.24, 1.4500e-12
458.38, 1.4390e-12
458.52, 1.4650e-12
458.66, 1.4850e-12
458.80, 1.4860e-12
458.94, 1.4790e-12
459.08, 1.5160e-12
459.22, 1.5410e-12
459.36, 1.4780e-12
459.50, 1.4450e-12
459.64, 1.4550e-12
459.78, 1.4650e-12
459.92, 1.4660e-12
460.06, 1.4680e-12
460.20, 1.4930e-12
460.34, 1.4650e-12
460.48, 1.4510e-12
460.62, 1.4450e-12
460.76, 1.4710e-12
460.90, 1.4660e-12
461.04, 1.4230e-12
461.18, 1.4220e-12
461.32, 1.4830e-12
461.46, 1.4930e-12
461.60, 1.4340e-12
461.74, 1.3920e-12
461.88, 1.4260e-12
462.02, 1.4710e-12
462.16, 1.5040e-12
462.30, 1.4700e-12
462.44, 1.4400e-12
462.58, 1.4720e-12
462.72, 1.4330e-12
462.86, 1.4460e-12
463.00, 1.4530e-12
463.14, 1.4320e-12
463.28, 1.4650e-12
463.42, 1.4630e-12
463.56, 1.4350e-12
463.70, 1.4190e-12
463.84, 1.4330e-12
463.98, 1.4670e-12
464.12, 1.4790e-12
464.26, 1.4890e-12
464.40, 1.4560e-12
464.54, 1.4290e-12
464.68, 1.4580e-12
464.82, 1.4520e-12
464.96, 1.4530e-12
465.10, 1.4750e-12
465.24, 1.4520e-12
465.38, 1.4540e-12
465.52, 1.4920e-12
465.66, 1.4770e-12
465.80, 1.4180e-12
465.94, 1.4250e-12
466.08, 1.4980e-12
466.22, 1.4740e-12
466.36, 1.3820e-12
466.50, 1.3630e-12
466.64, 1.4320e-12
466.78, 1.4740e-12
466.92, 1.4180e-12
467.06, 1.4260e-12
467.20, 1.4300e-12
467.34, 1.4000e-12
467.48, 1.4220e-12
467.62, 1.4010e-12
467.76, 1.4010e-12
467.90, 1.3980e-12
468.04, 1.4260e-12
468.18, 1.4870e-12
468.32, 1.4750e-12
468.46, 1.4810e-12
468.60, 1.4630e-12
468.74, 1.4500e-12
468.88, 1.4640e-12
469.02, 1.4360e-12
469.16, 1.3960e-12
469.30, 1.3910e-12
469.44, 1.4020e-12
469.58, 1.4150e-12
469.72, 1.4180e-12
469.86, 1.4050e-12
470.00, 1.3680e-12
470.14, 1.3800e-12
470.28, 1.4440e-12
470.42, 1.4480e-12
470.56, 1.4140e-12
470.70, 1.3960e-12
470.84, 1.3950e-12
470.98, 1.4130e-12
471.12, 1.4130e-12
471.26, 1.4130e-12
471.40, 1.3950e-12
471.54, 1.3840e-12
471.68, 1.3640e-12
471.82, 1.3190e-12
471.96, 1.3440e-12
472.10, 1.3540e-12
472.24, 1.3670e-12
472.38, 1.3980e-12
472.52, 1.3910e-12
472.66, 1.3860e-12
472.80, 1.3660e-12
472.94, 1.3660e-12
473.08, 1.3860e-12
473.22, 1.3740e-12
473.36, 1.3600e-12
473.50, 1.3410e-12
473.64, 1.3290e-12
473.78, 1.3570e-12
473.92, 1.3700e-12
474.06, 1.3540e-12
474.20, 1.3430e-12
474.34, 1.3370e-12
474.48, 1.3410e-12
474.62, 1.3520e-12
474.76, 1.3460e-12
474.90, 1.3370e-12
475.04, 1.3490e-12
475.18, 1.3550e-12
475.32, 1.3390e-12
475.46, 1.3410e-12
475.60, 1.3150e-12
475.74, 1.3110e-12
475.88, 1.3250e-12
476.02, 1.2990e-12
476.16, 1.3010e-12
476.30, 1.3260e-12
476.44, 1.3340e-12
476.58, 1.3250e-12
476.72, 1.3140e-12
476.86, 1.3230e-12
477.00, 1.3230e-12
477.14, 1.3200e-12
477.28, 1.3130e-12
477.42, 1.3160e-12
477.56, 1.3300e-12
477.70, 1.3430e-12
477.84, 1.3320e-12
477.98, 1.3200e-12
478.12, 1.3140e-12
478.26, 1.2990e-12
478.40, 1.2920e-12
478.54, 1.2790e-12
478.68, 1.2840e-12
478.82, 1.2910e-12
478.96, 1.3060e-12
479.10, 1.3070e-12
479.24, 1.2980e-12
479.38, 1.2980e-12
479.52, 1.2700e-12
479.66, 1.3090e-12
479.80, 1.3010e-12
479.94, 1.2650e-12
480.08, 1.2730e-12
480.22, 1.2670e-12
480.36, 1.2730e-12
480.50, 1.2730e-12
480.64, 1.2440e-12
480.78, 1.2230e-12
480.92, 1.2100e-12
481.06, 1.2060e-12
481.20, 1.2140e-12
481.34, 1.2050e-12
481.48, 1.2080e-12
481.62, 1.2350e-12
481.76, 1.2470e-12
481.90, 1.2350e-12
482.04, 1.2160e-12
482.18, 1.2180e-12
482.32, 1.1990e-12
482.46, 1.1840e-12
482.60, 1.1860e-12
482.74, 1.1600e-12
482.88, 1.1410e-12
483.02, 1.1530e-12
483.16, 1.1710e-12
483.30, 1.1830e-12
483.44, 1.1510e-12
483.58, 1.1130e-12
483.72, 1.1010e-12
483.86, 1.0810e-12
484.00, 1.0610e-12
484.14, 1.0280e-12
484.28, 1.0130e-12
484.42, 9.7960e-13
484.56, 9.4810e-13
484.70, 9.2490e-13
484.84, 9.0800e-13
484.98, 8.9130e-13
485.12, 8.3920e-13
485.26, 7.8250e-13
485.40, 7.3530e-13
485.54, 6.7830e-13
485.68, 6.1600e-13
485.82, 5.6120e-13
485.96, 5.3300e-13
486.10, 5.6560e-13
486.24, 6.3580e-13
486.38, 7.0560e-13
486.52, 7.5750e-13
486.66, 7.9540e-13
486.80, 8.2810e-13
486.94, 8.5780e-13
487.08, 9.0090e-13
487.22, 9.3570e-13
487.36, 9.5190e-13
487.50, 9.5230e-13
487.64, 9.4710e-13
487.78, 9.9980e-13
487.92, 1.0580e-12
488.06, 1.0800e-12
488.20, 1.0780e-12
488.34, 1.0610e-12
488.48, 1.0650e-12
488.62, 1.0700e-12
488.76, 1.0990e-12
488.90, 1.1160e-12
489.04, 1.1500e-12
489.18, 1.1830e-12
489.32, 1.1990e-12
489.46, 1.1820e-12
489.60, 1.1590e-12
489.74, 1.1730e-12
489.88, 1.1820e-12
490.02, 1.1830e-12
490.16, 1.1860e-12
490.30, 1.1990e-12
490.44, 1.2030e-12
490.58, 1.1870e-12
490.72, 1.1690e-12
490.86, 1.1560e-12
491.00, 1.1350e-12
491.14, 1.1310e-12
491.28, 1.1560e-12
491.42, 1.1670e-12
491.56, 1.1630e-12
491.70, 1.1580e-12
491.84, 1.1520e-12
491.98, 1.1300e-12
492.12, 1.1150e-12
492.26, 1.1220e-12
492.40, 1.1490e-12
492.54, 1.1740e-12
492.68, 1.1890e-12
492.82, 1.2010e-12
492.96, 1.1940e-12
493.10, 1.1860e-12
493.24, 1.1800e-12
493.38, 1.1780e-12
493.52, 1.1910e-12
493.66, 1.1950e-12
493.80, 1.1990e-12
493.94, 1.2020e-12
494.08, 1.2030e-12
494.22, 1.2160e-12
494.36, 1.2160e-12
494.50, 1.2150e-12
494.64, 1.2090e-12
494.78, 1.1890e-12
494.92, 1.1950e-12
495.06, 1.1890e-12
495.20, 1.1760e-12
495.34, 1.1600e-12
495.48, 1.1490e-12
495.62, 1.1470e-12
495.76, 1.1580e-12
495.90, 1.1700e-12
496.04, 1.1690e-12
496.18, 1.1790e-12
496.32, 1.1870e-12
496.46, 1.1810e-12
496.60, 1.1810e-12
496.74, 1.1730e-12
496.88, 1.1740e-12
497.02, 1.1660e-12
497.16, 1.1700e-12
497.30, 1.1720e-12
497.44, 1.1680e-12
497.58, 1.1760e-12
497.72, 1.1930e-12
497.86, 1.1920e-12
498.00, 1.1630e-12
498.14, 1.1320e-12
498.28, 1.1310e-12
498.42, 1.1420e-12
498.56, 1.1480e-12
498.70, 1.1580e-12
498.84, 1.1770e-12
498.98, 1.1800e-12
499.12, 1.1640e-12
499.26, 1.1670e-12
499.40, 1.1730e-12
499.54, 1.1640e-12
499.68, 1.1600e-12
499.82, 1.1630e-12
499.96, 1.1650e-12
500.10, 1.1480e-12
500.24, 1.1090e-12
500.38, 1.0720e-12
500.52, 1.0800e-12
500.66, 1.1130e-12
500.80, 1.1400e-12
500.94, 1.1440e-12
501.08, 1.1250e-12
